creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,satisfaction_score,card_type,point_earned,payment_proxy,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,active_status,credit_card_status,product_segment,actual_churn,churn_probability,predicted_churn
633,France,Male,35,10,0.0,2,1,0,65675.47,1,DIAMOND,898,DIAMOND,31-40,9-10 years,Low,Medium,1017.38,84.78,Low,10173.8,Gold,Inactive,Has Credit Card,2 product(s),0,0.07934687697355738,0
519,France,Female,38,7,125328.56,1,1,0,188225.67,4,PLATINUM,545,PLATINUM,31-40,6-8 years,High,Very High,3840.2,320.02,Very High,26881.4,Platinum,Inactive,Has Credit Card,1 product(s),0,0.45314552960295756,0
760,Germany,Female,34,6,58003.41,1,1,0,90346.1,5,SILVER,785,SILVER,31-40,6-8 years,Medium,Medium,2124.3,177.02,Medium,12745.8,Gold,Inactive,Has Credit Card,1 product(s),0,0.4511631091385271,0
778,Germany,Female,48,3,102290.56,2,1,0,182691.31,1,PLATINUM,434,PLATINUM,41-50,3-5 years,High,Very High,3416.27,284.69,High,10248.81,Gold,Inactive,Has Credit Card,2 product(s),0,0.5456573150379622,1
511,Germany,Female,75,9,105609.17,1,0,1,105425.18,4,DIAMOND,567,DIAMOND,61+,9-10 years,High,High,3042.81,253.57,High,27385.29,Platinum,Active,No Credit Card,1 product(s),0,0.5533759146191171,1
633,France,Male,43,5,0.0,2,1,1,48249.88,5,SILVER,250,SILVER,41-50,3-5 years,Low,Low,606.25,50.52,Low,3031.25,Bronze,Active,Has Credit Card,2 product(s),0,0.17213030134425467,0
676,France,Female,34,8,100359.54,1,0,0,46038.28,1,GOLD,444,GOLD,31-40,6-8 years,High,Low,2579.38,214.95,Medium,20635.04,Platinum,Inactive,No Credit Card,1 product(s),0,0.38811646024542434,0
625,Spain,Male,52,8,121161.57,1,1,0,48988.28,3,DIAMOND,275,DIAMOND,51-60,6-8 years,High,Low,2925.67,243.81,High,23405.36,Platinum,Inactive,Has Credit Card,1 product(s),0,0.8367775680791901,1
682,Germany,Female,35,2,117438.92,2,1,1,16910.98,5,PLATINUM,348,PLATINUM,31-40,0-2 years,High,Low,2847.33,237.28,High,5694.66,Silver,Active,Has Credit Card,2 product(s),0,0.2905679468099463,0
701,France,Male,37,8,107798.85,1,1,0,16966.73,1,SILVER,228,SILVER,31-40,6-8 years,High,Low,2474.81,206.23,Medium,19798.48,Platinum,Inactive,Has Credit Card,1 product(s),0,0.34757498584297786,0
570,Germany,Male,38,1,127201.58,1,1,0,147168.28,2,PLATINUM,509,PLATINUM,31-40,0-2 years,High,High,3654.37,304.53,Very High,3654.37,Bronze,Inactive,Has Credit Card,1 product(s),1,0.5653476710228202,1
709,France,Female,41,3,150300.65,2,1,0,71672.86,3,DIAMOND,825,DIAMOND,41-50,3-5 years,Very High,Medium,4016.88,334.74,Very High,12050.64,Gold,Inactive,Has Credit Card,2 product(s),0,0.38397415013780717,0
774,Germany,Male,34,4,120875.23,2,0,1,113407.26,5,SILVER,948,SILVER,31-40,3-5 years,High,High,3698.54,308.21,Very High,14794.16,Gold,Active,No Credit Card,2 product(s),0,0.2276308485440442,0
703,France,Male,32,1,125685.79,1,1,1,56246.72,4,DIAMOND,960,DIAMOND,31-40,0-2 years,High,Medium,3394.95,282.91,High,3394.95,Bronze,Active,Has Credit Card,1 product(s),0,0.24584995834259465,0
523,France,Male,30,1,83181.29,1,1,1,138176.78,4,SILVER,246,SILVER,18-30,0-2 years,Medium,High,2597.51,216.46,Medium,2597.51,Bronze,Active,Has Credit Card,1 product(s),0,0.21042950517999615,0
727,Spain,Female,31,10,96997.09,2,0,0,76614.04,2,DIAMOND,550,DIAMOND,31-40,9-10 years,Medium,Medium,2838.01,236.5,High,28380.1,Platinum,Inactive,No Credit Card,2 product(s),0,0.2597855741104474,0
817,France,Female,55,10,117561.49,1,1,0,95941.55,3,GOLD,226,GOLD,51-60,9-10 years,High,Medium,3063.94,255.33,High,30639.4,Platinum,Inactive,Has Credit Card,1 product(s),1,0.81637808640664,1
544,France,Male,38,8,0.0,1,1,1,98208.62,3,GOLD,661,GOLD,31-40,6-8 years,Medium,Medium,941.54,78.46,Low,7532.32,Silver,Active,Has Credit Card,1 product(s),0,0.3979401035565747,0
850,France,Female,38,1,106871.81,2,1,0,29333.01,3,SILVER,527,SILVER,31-40,0-2 years,High,Low,2787.6,232.3,Medium,2787.6,Bronze,Inactive,Has Credit Card,2 product(s),0,0.24804630509375464,0
783,Germany,Female,58,3,127539.3,1,1,1,96590.39,5,SILVER,270,SILVER,51-60,3-5 years,High,Medium,3288.74,274.06,High,9866.22,Gold,Active,Has Credit Card,1 product(s),1,0.7078984236091501,1
503,France,Female,28,5,0.0,2,1,0,125918.17,2,PLATINUM,868,PLATINUM,18-30,3-5 years,Low,High,1303.59,108.63,Medium,6517.95,Silver,Inactive,Has Credit Card,2 product(s),0,0.09581831647995875,0
634,France,Female,45,2,0.0,1,1,1,143458.31,3,DIAMOND,863,DIAMOND,41-50,0-2 years,Low,High,1268.79,105.73,Medium,2537.58,Bronze,Active,Has Credit Card,1 product(s),0,0.6721679959386323,1
536,France,Female,35,8,0.0,1,1,0,171840.24,1,SILVER,418,SILVER,31-40,6-8 years,Low,Very High,1188.2,99.02,Low,9505.6,Gold,Inactive,Has Credit Card,1 product(s),1,0.5424804211134578,1
708,France,Male,32,10,86614.06,2,1,1,172129.26,4,PLATINUM,330,PLATINUM,31-40,9-10 years,Medium,Very High,2997.93,249.83,High,29979.3,Platinum,Active,Has Credit Card,2 product(s),0,0.1450945807080838,0
538,Germany,Female,42,1,98548.62,2,0,1,94047.75,5,DIAMOND,929,DIAMOND,41-50,0-2 years,High,Medium,3145.71,262.14,High,3145.71,Bronze,Active,No Credit Card,2 product(s),0,0.4786721321028219,0
769,France,Female,26,7,0.0,2,1,0,176843.53,1,GOLD,667,GOLD,18-30,6-8 years,Low,Very High,1457.72,121.48,Medium,10204.04,Gold,Inactive,Has Credit Card,2 product(s),0,0.08602978312649778,0
683,Germany,Female,32,0,138171.1,2,1,1,188203.58,1,DIAMOND,433,DIAMOND,31-40,0-2 years,Very High,Very High,4160.94,346.74,Very High,4160.94,Bronze,Active,Has Credit Card,2 product(s),0,0.24146025086872608,0
438,France,Male,60,7,78391.17,1,0,1,49424.6,4,GOLD,262,GOLD,51-60,6-8 years,Medium,Low,2065.95,172.16,Medium,14461.65,Gold,Active,No Credit Card,1 product(s),0,0.5242809105565382,1
731,Spain,Male,70,3,0.0,2,1,1,141180.66,2,DIAMOND,409,DIAMOND,61+,3-5 years,Low,High,1150.4,95.87,Low,3451.2,Bronze,Active,Has Credit Card,2 product(s),0,0.09235915303465138,0
616,Germany,Female,36,10,78249.53,1,1,0,136934.91,4,SILVER,789,SILVER,31-40,9-10 years,Medium,High,2764.17,230.35,Medium,27641.7,Platinum,Inactive,Has Credit Card,1 product(s),0,0.5009552176291502,1
786,France,Female,33,0,83036.05,1,0,1,154990.58,2,PLATINUM,595,PLATINUM,31-40,0-2 years,Medium,Very High,2853.17,237.76,High,2853.17,Bronze,Active,No Credit Card,1 product(s),1,0.2131723636730541,0
720,Spain,Male,31,4,141356.47,1,0,0,137985.69,2,SILVER,637,SILVER,31-40,3-5 years,Very High,High,3955.56,329.63,Very High,15822.24,Gold,Inactive,No Credit Card,1 product(s),0,0.38716681197470065,0
621,France,Male,31,7,136658.61,1,1,1,148689.13,4,GOLD,564,GOLD,31-40,6-8 years,Very High,High,3878.62,323.22,Very High,27150.34,Platinum,Active,Has Credit Card,1 product(s),0,0.24198698610677213,0
660,Germany,Male,46,5,109019.65,2,1,1,33680.56,3,SILVER,603,SILVER,41-50,3-5 years,High,Low,2890.3,240.86,High,14451.5,Gold,Active,Has Credit Card,2 product(s),0,0.5123929457080784,1
671,Spain,Male,38,0,92674.94,2,1,0,3647.57,4,SILVER,759,SILVER,31-40,0-2 years,Medium,Low,2491.24,207.6,Medium,2491.24,Bronze,Inactive,Has Credit Card,2 product(s),0,0.20226151097064346,0
739,Spain,Female,41,8,0.0,1,1,0,191694.77,1,PLATINUM,618,PLATINUM,41-50,6-8 years,Medium,Very High,1387.47,115.62,Medium,11099.76,Gold,Inactive,Has Credit Card,1 product(s),1,0.7013522282332342,1
436,Spain,Male,43,5,0.0,2,1,1,35687.43,5,DIAMOND,557,DIAMOND,41-50,3-5 years,Low,Low,696.94,58.08,Low,3484.7,Bronze,Active,Has Credit Card,2 product(s),0,0.1228132376917958,0
666,France,Female,34,9,115897.12,1,1,1,25095.03,1,SILVER,427,SILVER,31-40,9-10 years,High,Low,2776.92,231.41,Medium,24992.28,Platinum,Active,Has Credit Card,1 product(s),0,0.29317426655272333,0
521,France,Male,22,5,0.0,2,1,1,99828.45,1,PLATINUM,782,PLATINUM,18-30,3-5 years,Low,Medium,1130.14,94.18,Low,5650.7,Silver,Active,Has Credit Card,2 product(s),0,0.07654166094322008,0
680,Germany,Male,44,0,129974.79,2,1,1,33391.38,5,PLATINUM,741,PLATINUM,41-50,0-2 years,Very High,Low,3376.95,281.41,High,3376.95,Bronze,Active,Has Credit Card,2 product(s),0,0.45053292223933616,0
626,France,Male,33,8,0.0,2,1,0,138504.28,4,PLATINUM,331,PLATINUM,31-40,6-8 years,Low,High,1098.02,91.5,Low,8784.16,Silver,Inactive,Has Credit Card,2 product(s),0,0.0706758374553895,0
833,France,Male,47,2,0.0,2,1,1,182247.77,5,SILVER,418,SILVER,41-50,0-2 years,Medium,Very High,1360.24,113.35,Medium,2720.48,Bronze,Active,Has Credit Card,2 product(s),0,0.13672336214463005,0
767,France,Male,36,3,139180.2,1,0,0,123880.19,2,DIAMOND,277,DIAMOND,31-40,3-5 years,Very High,High,3661.5,305.12,Very High,10984.5,Gold,Inactive,No Credit Card,1 product(s),0,0.3725788895420614,0
655,Germany,Male,32,9,113447.01,1,1,0,82084.3,5,DIAMOND,748,DIAMOND,31-40,9-10 years,High,Medium,3173.36,264.45,High,28560.24,Platinum,Inactive,Has Credit Card,1 product(s),0,0.5677147622272967,1
591,France,Female,33,4,113743.37,1,1,0,124625.08,2,SILVER,947,SILVER,31-40,3-5 years,High,High,3491.49,290.96,High,13965.96,Gold,Inactive,Has Credit Card,1 product(s),0,0.3794975541505595,0
741,Spain,Male,35,6,74371.49,1,0,0,99595.67,2,SILVER,295,SILVER,31-40,6-8 years,Medium,Medium,2252.91,187.74,Medium,13517.46,Gold,Inactive,No Credit Card,1 product(s),0,0.409557943456685,0
781,Germany,Male,35,7,92526.15,2,1,1,173837.54,5,SILVER,534,SILVER,31-40,6-8 years,Medium,Very High,3226.71,268.89,High,22586.97,Platinum,Active,Has Credit Card,2 product(s),0,0.191277500911159,0
582,France,Male,31,2,0.0,2,1,1,33747.03,4,GOLD,413,GOLD,31-40,0-2 years,Low,Low,615.24,51.27,Low,1230.48,Bronze,Active,Has Credit Card,2 product(s),0,0.07852941106731706,0
579,Germany,Female,39,5,117833.3,3,0,0,5831.0,3,GOLD,778,GOLD,31-40,3-5 years,High,Low,3134.82,261.24,High,15674.1,Gold,Inactive,No Credit Card,3+ products,1,0.8879221514095801,1
618,France,Male,56,7,0.0,1,1,1,142400.27,5,DIAMOND,444,DIAMOND,51-60,6-8 years,Low,High,1054.0,87.83,Low,7378.0,Silver,Active,Has Credit Card,1 product(s),1,0.6394179247615894,1
538,Spain,Female,31,0,0.0,2,0,0,179453.66,5,SILVER,798,SILVER,31-40,0-2 years,Low,Very High,1536.27,128.02,Medium,1536.27,Bronze,Inactive,No Credit Card,2 product(s),0,0.12157905162377144,0
850,France,Male,37,6,0.0,2,1,0,109291.22,1,DIAMOND,740,DIAMOND,31-40,6-8 years,Low,High,1156.46,96.37,Low,6938.76,Silver,Inactive,Has Credit Card,2 product(s),0,0.05985266709715715,0
665,Germany,Female,27,2,147435.96,1,0,0,187508.06,1,DIAMOND,258,DIAMOND,18-30,0-2 years,Very High,Very High,4135.26,344.6,Very High,8270.52,Silver,Inactive,No Credit Card,1 product(s),0,0.4237063987964625,0
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,2,SILVER,847,SILVER,41-50,9-10 years,High,Medium,3008.71,250.73,High,27078.39,Platinum,Inactive,No Credit Card,1 product(s),1,0.8399955166619955,1
511,France,Male,27,8,0.0,2,1,1,49089.36,2,SILVER,865,SILVER,18-30,6-8 years,Low,Low,917.95,76.5,Low,7343.6,Silver,Active,Has Credit Card,2 product(s),0,0.07399220881601506,0
592,France,Female,37,7,0.0,2,1,1,126726.33,5,SILVER,241,SILVER,31-40,6-8 years,Low,High,994.13,82.84,Low,6958.91,Silver,Active,Has Credit Card,2 product(s),0,0.11449083310626826,0
622,Germany,Female,34,7,98675.74,1,1,0,138906.85,5,GOLD,995,GOLD,31-40,6-8 years,High,High,3285.55,273.8,High,22998.85,Platinum,Inactive,Has Credit Card,1 product(s),1,0.540768512219661,1
591,France,Female,56,9,128882.49,1,1,1,196241.94,2,DIAMOND,658,DIAMOND,51-60,9-10 years,Very High,Very High,4007.86,333.99,Very High,36070.74,Platinum,Active,Has Credit Card,1 product(s),1,0.6385597232191946,1
735,Spain,Male,36,5,0.0,2,1,0,105152.17,3,PLATINUM,259,PLATINUM,31-40,3-5 years,Low,High,895.26,74.6,Low,4476.3,Silver,Inactive,Has Credit Card,2 product(s),0,0.073738480500054,0
720,France,Female,34,3,118307.57,2,1,1,136120.29,2,GOLD,410,GOLD,31-40,3-5 years,High,High,3491.75,290.98,High,10475.25,Gold,Active,Has Credit Card,2 product(s),0,0.2275833127419557,0
651,France,Male,56,2,0.0,1,1,0,114522.68,4,GOLD,327,GOLD,51-60,0-2 years,Low,High,856.11,71.34,Low,1712.22,Bronze,Inactive,Has Credit Card,1 product(s),1,0.9158986230685323,1
739,France,Male,37,7,104960.46,1,0,1,80883.82,5,SILVER,384,SILVER,31-40,6-8 years,High,Medium,2815.63,234.64,Medium,19709.41,Platinum,Active,No Credit Card,1 product(s),0,0.2568333380754003,0
773,Spain,Female,23,8,0.0,2,1,0,56759.79,5,DIAMOND,359,DIAMOND,18-30,6-8 years,Low,Medium,703.3,58.61,Low,5626.4,Silver,Inactive,Has Credit Card,2 product(s),0,0.08143124894339912,0
482,France,Female,35,5,147813.05,2,0,0,109029.72,2,SILVER,945,SILVER,31-40,3-5 years,Very High,High,4213.91,351.16,Very High,21069.55,Platinum,Inactive,No Credit Card,2 product(s),0,0.3566923239635358,0
678,France,Female,22,4,174852.89,1,1,1,28149.06,3,PLATINUM,333,PLATINUM,18-30,3-5 years,Very High,Low,3924.3,327.03,Very High,15697.2,Gold,Active,Has Credit Card,1 product(s),0,0.24507126132119084,0
604,France,Female,53,2,121389.78,1,1,1,48201.64,1,PLATINUM,428,PLATINUM,51-60,0-2 years,High,Low,3002.8,250.23,High,6005.6,Silver,Active,Has Credit Card,1 product(s),1,0.6086249547082833,1
850,France,Female,55,10,98488.08,1,1,0,155879.57,4,SILVER,814,SILVER,51-60,9-10 years,High,Very High,3276.16,273.01,High,32761.6,Platinum,Inactive,Has Credit Card,1 product(s),1,0.8569041623279028,1
682,France,Male,38,4,107192.38,1,1,1,15669.17,3,PLATINUM,459,PLATINUM,31-40,3-5 years,High,Low,2571.69,214.31,Medium,10286.76,Gold,Active,Has Credit Card,1 product(s),0,0.26535135428019724,0
621,Spain,Female,37,9,83061.26,2,1,0,9170.54,5,DIAMOND,748,DIAMOND,31-40,9-10 years,Medium,Low,2321.08,193.42,Medium,20889.72,Platinum,Inactive,Has Credit Card,2 product(s),0,0.28968833927475274,0
664,France,Male,54,8,0.0,1,1,1,162719.69,5,SILVER,742,SILVER,51-60,6-8 years,Medium,Very High,1304.6,108.72,Medium,10436.8,Gold,Active,Has Credit Card,1 product(s),1,0.5516800187526482,1
495,France,Male,47,10,137682.68,1,1,0,71071.47,5,SILVER,908,SILVER,41-50,9-10 years,Very High,Medium,3683.01,306.92,Very High,36830.1,Platinum,Inactive,Has Credit Card,1 product(s),0,0.7287222812248981,1
806,France,Male,34,6,0.0,2,0,0,100809.99,3,SILVER,780,SILVER,31-40,6-8 years,Low,High,1134.05,94.5,Low,6804.3,Silver,Inactive,No Credit Card,2 product(s),0,0.05876196508102503,0
722,Germany,Female,40,6,89175.06,2,0,1,152883.95,4,PLATINUM,984,PLATINUM,31-40,6-8 years,Medium,Very High,3279.92,273.33,High,19679.52,Platinum,Active,No Credit Card,2 product(s),0,0.31530613515038514,0
500,Germany,Male,30,2,125495.64,2,1,1,68807.47,3,SILVER,276,SILVER,18-30,0-2 years,High,Medium,3231.95,269.33,High,6463.9,Silver,Active,Has Credit Card,2 product(s),0,0.23187952941978898,0
630,Germany,Female,28,8,106425.75,1,1,1,20344.84,5,DIAMOND,266,DIAMOND,18-30,6-8 years,High,Low,2483.24,206.94,Medium,19865.92,Platinum,Active,Has Credit Card,1 product(s),0,0.3143922225345929,0
559,France,Female,43,1,0.0,1,0,1,86634.3,5,PLATINUM,830,PLATINUM,41-50,0-2 years,Low,Medium,968.17,80.68,Low,968.17,Bronze,Active,No Credit Card,1 product(s),0,0.6922552726482852,1
585,Germany,Female,39,7,165610.41,2,0,0,131852.01,1,GOLD,791,GOLD,31-40,6-8 years,Very High,High,4606.97,383.91,Very High,32248.79,Platinum,Inactive,No Credit Card,2 product(s),0,0.3399365929263765,0
559,Spain,Female,31,1,139183.06,1,0,1,143360.56,1,DIAMOND,529,DIAMOND,31-40,0-2 years,Very High,High,3884.96,323.75,Very High,3884.96,Bronze,Active,No Credit Card,1 product(s),0,0.2891260187694683,0
706,Germany,Female,46,4,105214.58,1,1,0,108699.59,3,PLATINUM,635,PLATINUM,41-50,3-5 years,High,High,3085.29,257.11,High,12341.16,Gold,Inactive,Has Credit Card,1 product(s),1,0.8448882222639295,1
466,Germany,Female,47,5,102085.72,1,1,1,183536.24,2,GOLD,692,GOLD,41-50,3-5 years,High,Very High,3425.4,285.45,High,17127.0,Gold,Active,Has Credit Card,1 product(s),1,0.7750759661373549,1
670,France,Female,38,4,119624.54,2,1,1,110472.12,4,PLATINUM,732,PLATINUM,31-40,3-5 years,High,High,3550.85,295.9,High,14203.4,Gold,Active,Has Credit Card,2 product(s),0,0.22942837550398454,0
791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1,PLATINUM,414,PLATINUM,31-40,9-10 years,Very High,Medium,3321.69,276.81,High,33216.9,Platinum,Inactive,No Credit Card,2 product(s),1,0.28797847651511704,0
735,France,Male,41,7,74135.85,1,1,1,11783.1,2,GOLD,750,GOLD,41-50,6-8 years,Medium,Low,2036.63,169.72,Medium,14256.41,Gold,Active,Has Credit Card,1 product(s),1,0.4043750325052469,0
586,France,Female,35,7,164769.02,3,1,0,119814.25,3,SILVER,290,SILVER,31-40,6-8 years,Very High,High,4399.45,366.62,Very High,30796.15,Platinum,Inactive,Has Credit Card,3+ products,1,0.8827558693299428,1
717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1,PLATINUM,845,PLATINUM,41-50,0-2 years,High,High,3502.45,291.87,High,3502.45,Bronze,Active,Has Credit Card,2 product(s),1,0.5227701188861321,1
622,Germany,Female,58,7,116922.25,1,1,0,120415.61,2,GOLD,475,GOLD,51-60,6-8 years,High,High,3298.02,274.83,High,23086.14,Platinum,Inactive,Has Credit Card,1 product(s),1,0.9108026334338252,1
491,France,Female,72,6,91285.22,1,1,1,7032.95,3,GOLD,277,GOLD,61+,6-8 years,Medium,Low,2119.37,176.61,Medium,12716.22,Gold,Active,Has Credit Card,1 product(s),0,0.41875717796126205,0
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,5,SILVER,431,SILVER,51-60,3-5 years,High,Very High,3467.84,288.99,High,17339.2,Gold,Active,Has Credit Card,1 product(s),1,0.6737419937406548,1
841,Germany,Male,32,2,117070.21,1,1,0,113482.2,3,SILVER,697,SILVER,31-40,0-2 years,High,High,3377.32,281.44,High,6754.64,Silver,Inactive,Has Credit Card,1 product(s),0,0.5705080561339217,1
675,France,Female,38,1,104016.88,1,0,0,22068.83,1,DIAMOND,917,DIAMOND,31-40,0-2 years,High,Low,2769.18,230.76,Medium,2769.18,Bronze,Inactive,No Credit Card,1 product(s),1,0.4183713408749977,0
591,France,Male,29,6,0.0,2,1,1,108684.65,3,SILVER,578,SILVER,18-30,6-8 years,Medium,High,1072.42,89.37,Low,6434.52,Silver,Active,Has Credit Card,2 product(s),0,0.055539977606345506,0
827,France,Female,60,2,0.0,2,0,1,60615.83,3,DIAMOND,750,DIAMOND,51-60,0-2 years,Low,Medium,918.08,76.51,Low,1836.16,Bronze,Active,No Credit Card,2 product(s),0,0.23938590921986638,0
726,France,Female,38,5,126875.62,1,1,0,128052.29,2,PLATINUM,514,PLATINUM,31-40,3-5 years,High,High,3554.77,296.23,Very High,17773.85,Gold,Inactive,Has Credit Card,1 product(s),0,0.45328097712123144,0
680,Spain,Female,58,8,0.0,2,1,1,65708.5,5,GOLD,743,GOLD,51-60,6-8 years,Low,Medium,940.04,78.34,Low,7520.32,Silver,Active,Has Credit Card,2 product(s),0,0.24146238167603798,0
679,France,Male,60,8,0.0,2,1,1,51380.9,4,SILVER,797,SILVER,51-60,6-8 years,Low,Medium,895.4,74.62,Low,7163.2,Silver,Active,Has Credit Card,2 product(s),0,0.17629094510823706,0
582,France,Female,32,1,116409.55,1,0,1,152790.92,4,SILVER,519,SILVER,31-40,0-2 years,High,Very High,3471.65,289.3,High,3471.65,Bronze,Active,No Credit Card,1 product(s),0,0.2889382380220813,0
697,France,Female,45,1,0.0,2,1,0,46807.62,3,PLATINUM,559,PLATINUM,41-50,0-2 years,Low,Low,753.54,62.79,Low,753.54,Bronze,Inactive,Has Credit Card,2 product(s),1,0.21576401636425335,0
709,France,Female,32,7,0.0,2,1,1,199418.02,5,GOLD,529,GOLD,31-40,6-8 years,Low,Very High,1501.59,125.13,Medium,10511.13,Gold,Active,Has Credit Card,2 product(s),0,0.09760147899462826,0
792,France,Male,50,9,0.0,4,1,1,194700.81,4,DIAMOND,369,DIAMOND,41-50,9-10 years,Low,Very High,1638.0,136.5,Medium,14742.0,Gold,Active,Has Credit Card,3+ products,1,0.842824264593655,1
850,France,Male,68,5,169445.4,1,1,1,186335.07,4,PLATINUM,618,PLATINUM,61+,3-5 years,Very High,Very High,4749.58,395.8,Very High,23747.9,Platinum,Active,Has Credit Card,1 product(s),0,0.3699589817045248,0
753,Germany,Female,46,9,113909.69,3,1,0,92320.37,3,PLATINUM,314,PLATINUM,41-50,9-10 years,High,Medium,3256.8,271.4,High,29311.2,Platinum,Inactive,Has Credit Card,3+ products,1,0.9558082028356663,1
496,Spain,Female,43,3,0.0,2,0,1,199505.53,1,SILVER,494,SILVER,41-50,3-5 years,Low,Very High,1484.53,123.71,Medium,4453.59,Silver,Active,No Credit Card,2 product(s),0,0.25407917919646883,0
539,France,Male,30,0,0.0,2,1,0,160979.66,4,DIAMOND,231,DIAMOND,18-30,0-2 years,Low,Very High,1160.4,96.7,Low,1160.4,Bronze,Inactive,Has Credit Card,2 product(s),0,0.10003533034961185,0
730,Spain,Female,62,2,0.0,2,1,1,162889.1,3,GOLD,540,GOLD,61+,0-2 years,Low,Very High,1324.45,110.37,Medium,2648.9,Bronze,Active,Has Credit Card,2 product(s),0,0.15311767088345948,0
640,Spain,Male,39,3,0.0,1,1,1,105997.25,1,SILVER,540,SILVER,31-40,3-5 years,Low,High,919.99,76.67,Low,2759.97,Bronze,Active,Has Credit Card,1 product(s),0,0.43213256371049963,0
757,France,Female,71,0,88084.13,2,1,1,154337.47,4,PLATINUM,522,PLATINUM,61+,0-2 years,Medium,Very High,3034.37,252.86,High,3034.37,Bronze,Active,Has Credit Card,2 product(s),0,0.4299175406776937,0
529,France,Female,31,6,152310.55,1,1,0,13054.25,1,PLATINUM,691,PLATINUM,31-40,6-8 years,Very High,Low,3576.98,298.08,Very High,21461.88,Platinum,Inactive,Has Credit Card,1 product(s),0,0.40057059796658123,0
822,France,Male,32,8,116358.0,1,1,0,108798.36,4,DIAMOND,898,DIAMOND,31-40,6-8 years,High,High,3440.15,286.68,High,27521.2,Platinum,Inactive,Has Credit Card,1 product(s),0,0.3057064285917751,0
581,Germany,Female,43,5,93259.57,3,1,0,141035.65,5,DIAMOND,276,DIAMOND,41-50,3-5 years,Medium,High,3068.37,255.7,High,15341.85,Gold,Inactive,Has Credit Card,3+ products,1,0.9135754606667261,1
548,Spain,Male,38,0,178056.54,2,1,0,38434.73,5,SILVER,427,SILVER,31-40,0-2 years,Very High,Low,4206.8,350.57,Very High,4206.8,Silver,Inactive,Has Credit Card,2 product(s),0,0.21635305885233092,0
712,France,Female,37,1,106881.5,2,0,0,169386.81,2,PLATINUM,275,PLATINUM,31-40,0-2 years,High,Very High,3362.06,280.17,High,3362.06,Bronze,Inactive,No Credit Card,2 product(s),0,0.31167230439725924,0
652,France,Female,37,4,92208.54,1,0,1,197699.8,3,PLATINUM,822,PLATINUM,31-40,3-5 years,Medium,Very High,3363.67,280.31,High,13454.68,Gold,Active,No Credit Card,1 product(s),1,0.35577253460357544,0
688,France,Female,32,5,0.0,2,0,1,177607.77,2,SILVER,864,SILVER,31-40,3-5 years,Medium,Very High,1560.04,130.0,Medium,7800.2,Silver,Active,No Credit Card,2 product(s),0,0.09211531278996002,0
782,Germany,Female,53,1,81571.05,1,1,0,182960.46,4,DIAMOND,389,DIAMOND,51-60,0-2 years,Medium,Very High,2860.72,238.39,High,2860.72,Bronze,Inactive,Has Credit Card,1 product(s),1,0.8942983718244966,1
730,Spain,Female,33,9,0.0,2,0,0,176576.62,1,SILVER,621,SILVER,31-40,9-10 years,Low,Very High,1433.38,119.45,Medium,12900.42,Gold,Inactive,No Credit Card,2 product(s),0,0.13130294993722436,0
544,Spain,Male,22,3,66483.32,1,0,1,110317.39,2,SILVER,370,SILVER,18-30,3-5 years,Medium,High,2186.25,182.19,Medium,6558.75,Silver,Active,No Credit Card,1 product(s),0,0.2536528978711203,0
430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,GOLD,404,GOLD,41-50,3-5 years,Very High,High,3796.89,316.41,Very High,11390.67,Gold,Inactive,Has Credit Card,1 product(s),1,0.8472486073977252,1
616,Germany,Female,41,1,103560.57,1,1,0,236.45,3,PLATINUM,289,PLATINUM,41-50,0-2 years,High,Low,2336.89,194.74,Medium,2336.89,Bronze,Inactive,Has Credit Card,1 product(s),1,0.7008874180794435,1
755,France,Male,42,2,119919.12,1,1,0,156868.21,1,PLATINUM,765,PLATINUM,41-50,0-2 years,High,Very High,3685.22,307.1,Very High,7370.44,Silver,Inactive,Has Credit Card,1 product(s),0,0.6491220294899921,1
527,France,Male,47,1,0.0,1,1,0,21312.16,3,PLATINUM,590,PLATINUM,41-50,0-2 years,Low,Low,521.56,43.46,Low,521.56,Bronze,Inactive,Has Credit Card,1 product(s),1,0.8398874598435623,1
764,Germany,Male,34,6,108760.27,2,1,0,166324.79,3,GOLD,665,GOLD,31-40,6-8 years,High,Very High,3579.33,298.28,Very High,21475.98,Platinum,Inactive,Has Credit Card,2 product(s),1,0.3216027817650878,0
803,Spain,Male,43,3,0.0,1,1,0,72051.44,4,SILVER,351,SILVER,41-50,3-5 years,Low,Medium,655.76,54.65,Low,1967.28,Bronze,Inactive,Has Credit Card,1 product(s),0,0.77869601676721,1
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,4,DIAMOND,578,DIAMOND,41-50,6-8 years,Very High,Medium,3756.3,313.03,Very High,22537.8,Platinum,Inactive,No Credit Card,1 product(s),0,0.7309307265908142,1
